country,central_bank,wikipedia_bank_url,source_type,source_label,role,governor_name,start_date,end_date,row_data
United States,Federal Reserve,https://en.wikipedia.org/wiki/Federal_Reserve,wikitable,Portrait Current governor Party Term start Term expires | List of members of the board of governors,Governor,Michelle Bowman (Vice Chair for Supervision),"June 9, 2025 (as vice chair)",,"{'Current governor': 'Michelle Bowman (Vice Chair for Supervision)', 'Party': 'Republican', 'Term start': 'June 9, 2025 (as vice chair)', 'Term expires': 'June 9, 2029 (as vice chair)'}"
United States,Federal Reserve,https://en.wikipedia.org/wiki/Federal_Reserve,wikitable,Portrait Current governor Party Term start Term expires | List of members of the board of governors,Governor,Michelle Bowman (Vice Chair for Supervision),"November 26, 2018 (as governor) February 1, 2020 (reappointment)",,"{'Current governor': 'Michelle Bowman (Vice Chair for Supervision)', 'Party': 'Republican', 'Term start': 'November 26, 2018 (as governor) February 1, 2020 (reappointment)', 'Term expires': 'January 31, 2034 (as governor)'}"
United States,Federal Reserve,https://en.wikipedia.org/wiki/Federal_Reserve,wikitable,Portrait Current governor Party Term start Term expires | List of members of the board of governors,Governor,Christopher Waller,"December 18, 2020",,"{'Current governor': 'Christopher Waller', 'Party': 'Republican', 'Term start': 'December 18, 2020', 'Term expires': 'January 31, 2030'}"
United States,Federal Reserve,https://en.wikipedia.org/wiki/Federal_Reserve,wikitable,Portrait Current governor Party Term start Term expires | List of members of the board of governors,Governor,Lisa Cook,"May 23, 2022 February 1, 2024 (reappointment)",,"{'Current governor': 'Lisa Cook[a]', 'Party': 'Democratic', 'Term start': 'May 23, 2022 February 1, 2024 (reappointment)', 'Term expires': 'January 31, 2038'}"
United States,Federal Reserve,https://en.wikipedia.org/wiki/Federal_Reserve,wikitable,Portrait Current governor Party Term start Term expires | List of members of the board of governors,Governor,Michael Barr,"July 19, 2022",,"{'Current governor': 'Michael Barr', 'Party': 'Democratic', 'Term start': 'July 19, 2022', 'Term expires': 'January 31, 2032'}"
United States,Federal Reserve,https://en.wikipedia.org/wiki/Federal_Reserve,wikitable,Portrait Current governor Party Term start Term expires | List of members of the board of governors,Governor,Stephen Miran,"September 16, 2025",,"{'Current governor': 'Stephen Miran', 'Party': 'Republican', 'Term start': 'September 16, 2025', 'Term expires': 'January 31, 2026[b]'}"
Uruguay,Central Bank of Uruguay,https://en.wikipedia.org/wiki/Central_Bank_of_Uruguay,wikitable,# Name Term of office Tenure length Notes | List of presidents,President,Enrique V. Iglesias,"May 16, 1967","January 9, 1969","{'# | #': '1', 'Name | Name': 'Enrique V. Iglesias', 'Term of office | Start of term': 'May 16, 1967', 'Term of office | End of term': 'January 9, 1969', 'Tenure length | Tenure length': '1\xa0year, 238\xa0days', 'Notes | Notes': '[7]'}"
Uruguay,Central Bank of Uruguay,https://en.wikipedia.org/wiki/Central_Bank_of_Uruguay,wikitable,# Name Term of office Tenure length Notes | List of presidents,President,Carlos Sanguinetti,"January 10, 1969","October 27, 1970","{'# | #': '2', 'Name | Name': 'Carlos Sanguinetti', 'Term of office | Start of term': 'January 10, 1969', 'Term of office | End of term': 'October 27, 1970', 'Tenure length | Tenure length': '1\xa0year, 290\xa0days', 'Notes | Notes': '[8]'}"
Uruguay,Central Bank of Uruguay,https://en.wikipedia.org/wiki/Central_Bank_of_Uruguay,wikitable,# Name Term of office Tenure length Notes | List of presidents,President,Armando Malet,"October 27, 1970","November 21, 1970","{'# | #': '3', 'Name | Name': 'Armando Malet', 'Term of office | Start of term': 'October 27, 1970', 'Term of office | End of term': 'November 21, 1970', 'Tenure length | Tenure length': '25\xa0days', 'Notes | Notes': '[9]'}"
Uruguay,Central Bank of Uruguay,https://en.wikipedia.org/wiki/Central_Bank_of_Uruguay,wikitable,# Name Term of office Tenure length Notes | List of presidents,President,Nilo Márquez,"December 14, 1970","August 12, 1971","{'# | #': '4', 'Name | Name': 'Nilo Márquez', 'Term of office | Start of term': 'December 14, 1970', 'Term of office | End of term': 'August 12, 1971', 'Tenure length | Tenure length': '241\xa0days', 'Notes | Notes': '[10]'}"
Uruguay,Central Bank of Uruguay,https://en.wikipedia.org/wiki/Central_Bank_of_Uruguay,wikitable,# Name Term of office Tenure length Notes | List of presidents,President,Jorge Echeverría,"August 12, 1971","March 1, 1972","{'# | #': '5', 'Name | Name': 'Jorge Echeverría', 'Term of office | Start of term': 'August 12, 1971', 'Term of office | End of term': 'March 1, 1972', 'Tenure length | Tenure length': '201\xa0days', 'Notes | Notes': '[11]'}"
Uruguay,Central Bank of Uruguay,https://en.wikipedia.org/wiki/Central_Bank_of_Uruguay,wikitable,# Name Term of office Tenure length Notes | List of presidents,President,Juan Pedro Amestoy,"March 1, 1972","June 4, 1973","{'# | #': '6', 'Name | Name': 'Juan Pedro Amestoy', 'Term of office | Start of term': 'March 1, 1972', 'Term of office | End of term': 'June 4, 1973', 'Tenure length | Tenure length': '1\xa0year, 95\xa0days', 'Notes | Notes': '[12]'}"
Uruguay,Central Bank of Uruguay,https://en.wikipedia.org/wiki/Central_Bank_of_Uruguay,wikitable,# Name Term of office Tenure length Notes | List of presidents,President,Carlos Ricchi,"June 4, 1973","December 23, 1974","{'# | #': '7', 'Name | Name': 'Carlos Ricchi', 'Term of office | Start of term': 'June 4, 1973', 'Term of office | End of term': 'December 23, 1974', 'Tenure length | Tenure length': '1\xa0year, 202\xa0days', 'Notes | Notes': '[13]'}"
Uruguay,Central Bank of Uruguay,https://en.wikipedia.org/wiki/Central_Bank_of_Uruguay,wikitable,# Name Term of office Tenure length Notes | List of presidents,President,José Gil Díaz,"December 23, 1974","July 5, 1982","{'# | #': '8', 'Name | Name': 'José Gil Díaz', 'Term of office | Start of term': 'December 23, 1974', 'Term of office | End of term': 'July 5, 1982', 'Tenure length | Tenure length': '7\xa0years, 194\xa0days', 'Notes | Notes': '[14]'}"
Uruguay,Central Bank of Uruguay,https://en.wikipedia.org/wiki/Central_Bank_of_Uruguay,wikitable,# Name Term of office Tenure length Notes | List of presidents,President,José María Puppo,"July 5, 1982","February 24, 1984","{'# | #': '9', 'Name | Name': 'José María Puppo', 'Term of office | Start of term': 'July 5, 1982', 'Term of office | End of term': 'February 24, 1984', 'Tenure length | Tenure length': '1\xa0year, 234\xa0days', 'Notes | Notes': '[15]'}"
Uruguay,Central Bank of Uruguay,https://en.wikipedia.org/wiki/Central_Bank_of_Uruguay,wikitable,# Name Term of office Tenure length Notes | List of presidents,President,Juan Carlos Protasi,"February 24, 1984","April 15, 1985","{'# | #': '10', 'Name | Name': 'Juan Carlos Protasi', 'Term of office | Start of term': 'February 24, 1984', 'Term of office | End of term': 'April 15, 1985', 'Tenure length | Tenure length': '1\xa0year, 50\xa0days', 'Notes | Notes': '[16]'}"
Uruguay,Central Bank of Uruguay,https://en.wikipedia.org/wiki/Central_Bank_of_Uruguay,wikitable,# Name Term of office Tenure length Notes | List of presidents,President,Ricardo Pascale,"April 16, 1985","April 9, 1990","{'# | #': '11', 'Name | Name': 'Ricardo Pascale', 'Term of office | Start of term': 'April 16, 1985', 'Term of office | End of term': 'April 9, 1990', 'Tenure length | Tenure length': '4\xa0years, 358\xa0days', 'Notes | Notes': '[17]'}"
Uruguay,Central Bank of Uruguay,https://en.wikipedia.org/wiki/Central_Bank_of_Uruguay,wikitable,# Name Term of office Tenure length Notes | List of presidents,President,Ramón Díaz,"April 9, 1990","October 18, 1993","{'# | #': '12', 'Name | Name': 'Ramón Díaz', 'Term of office | Start of term': 'April 9, 1990', 'Term of office | End of term': 'October 18, 1993', 'Tenure length | Tenure length': '3\xa0years, 192\xa0days', 'Notes | Notes': '[18]'}"
Uruguay,Central Bank of Uruguay,https://en.wikipedia.org/wiki/Central_Bank_of_Uruguay,wikitable,# Name Term of office Tenure length Notes | List of presidents,President,Enrique Braga,"October 18, 1993","April 7, 1995","{'# | #': '13', 'Name | Name': 'Enrique Braga', 'Term of office | Start of term': 'October 18, 1993', 'Term of office | End of term': 'April 7, 1995', 'Tenure length | Tenure length': '1\xa0year, 171\xa0days', 'Notes | Notes': '[19]'}"
Uruguay,Central Bank of Uruguay,https://en.wikipedia.org/wiki/Central_Bank_of_Uruguay,wikitable,# Name Term of office Tenure length Notes | List of presidents,President,Ricardo Pascale,"April 7, 1995","April 18, 1996","{'# | #': '14', 'Name | Name': 'Ricardo Pascale', 'Term of office | Start of term': 'April 7, 1995', 'Term of office | End of term': 'April 18, 1996', 'Tenure length | Tenure length': '1\xa0year, 11\xa0days', 'Notes | Notes': '[17]'}"
Uruguay,Central Bank of Uruguay,https://en.wikipedia.org/wiki/Central_Bank_of_Uruguay,wikitable,# Name Term of office Tenure length Notes | List of presidents,President,Humberto Capote,"April 18, 1996","April 12, 2000","{'# | #': '15', 'Name | Name': 'Humberto Capote', 'Term of office | Start of term': 'April 18, 1996', 'Term of office | End of term': 'April 12, 2000', 'Tenure length | Tenure length': '3\xa0years, 360\xa0days', 'Notes | Notes': '[20]'}"
Uruguay,Central Bank of Uruguay,https://en.wikipedia.org/wiki/Central_Bank_of_Uruguay,wikitable,# Name Term of office Tenure length Notes | List of presidents,President,César Rodríguez Batlle,"April 13, 2000","July 24, 2002","{'# | #': '16', 'Name | Name': 'César Rodríguez Batlle', 'Term of office | Start of term': 'April 13, 2000', 'Term of office | End of term': 'July 24, 2002', 'Tenure length | Tenure length': '2\xa0years, 102\xa0days', 'Notes | Notes': '[21]'}"
Uruguay,Central Bank of Uruguay,https://en.wikipedia.org/wiki/Central_Bank_of_Uruguay,wikitable,# Name Term of office Tenure length Notes | List of presidents,President,Julio de Brun,"July 25, 2002","March 10, 2005","{'# | #': '17', 'Name | Name': 'Julio de Brun', 'Term of office | Start of term': 'July 25, 2002', 'Term of office | End of term': 'March 10, 2005', 'Tenure length | Tenure length': '2\xa0years, 228\xa0days', 'Notes | Notes': '[22]'}"
Uruguay,Central Bank of Uruguay,https://en.wikipedia.org/wiki/Central_Bank_of_Uruguay,wikitable,# Name Term of office Tenure length Notes | List of presidents,President,Walter Cancela,"March 10, 2005","October 24, 2008","{'# | #': '18', 'Name | Name': 'Walter Cancela', 'Term of office | Start of term': 'March 10, 2005', 'Term of office | End of term': 'October 24, 2008', 'Tenure length | Tenure length': '3\xa0years, 228\xa0days', 'Notes | Notes': '[23]'}"
Uruguay,Central Bank of Uruguay,https://en.wikipedia.org/wiki/Central_Bank_of_Uruguay,wikitable,# Name Term of office Tenure length Notes | List of presidents,President,Mario Bergara,"November 11, 2008","December 26, 2013","{'# | #': '19', 'Name | Name': 'Mario Bergara', 'Term of office | Start of term': 'November 11, 2008', 'Term of office | End of term': 'December 26, 2013', 'Tenure length | Tenure length': '5\xa0years, 45\xa0days', 'Notes | Notes': '[24]'}"
Uruguay,Central Bank of Uruguay,https://en.wikipedia.org/wiki/Central_Bank_of_Uruguay,wikitable,# Name Term of office Tenure length Notes | List of presidents,President,Alberto Graña,"January 10, 2014","April 20, 2015","{'# | #': '20', 'Name | Name': 'Alberto Graña', 'Term of office | Start of term': 'January 10, 2014', 'Term of office | End of term': 'April 20, 2015', 'Tenure length | Tenure length': '1\xa0year, 100\xa0days', 'Notes | Notes': '[25]'}"
Uruguay,Central Bank of Uruguay,https://en.wikipedia.org/wiki/Central_Bank_of_Uruguay,wikitable,# Name Term of office Tenure length Notes | List of presidents,President,Mario Bergara,"April 20, 2015","October 11, 2018","{'# | #': '21', 'Name | Name': 'Mario Bergara', 'Term of office | Start of term': 'April 20, 2015', 'Term of office | End of term': 'October 11, 2018', 'Tenure length | Tenure length': '3\xa0years, 173\xa0days', 'Notes | Notes': '[24]'}"
Uruguay,Central Bank of Uruguay,https://en.wikipedia.org/wiki/Central_Bank_of_Uruguay,wikitable,# Name Term of office Tenure length Notes | List of presidents,President,Alberto Graña,"October 11, 2018","March 4, 2020","{'# | #': '22', 'Name | Name': 'Alberto Graña', 'Term of office | Start of term': 'October 11, 2018', 'Term of office | End of term': 'March 4, 2020', 'Tenure length | Tenure length': '1\xa0year, 145\xa0days', 'Notes | Notes': '[25]'}"
Uruguay,Central Bank of Uruguay,https://en.wikipedia.org/wiki/Central_Bank_of_Uruguay,wikitable,# Name Term of office Tenure length Notes | List of presidents,President,Diego Labat,"March 20, 2020","July 25, 2024","{'# | #': '23', 'Name | Name': 'Diego Labat', 'Term of office | Start of term': 'March 20, 2020', 'Term of office | End of term': 'July 25, 2024', 'Tenure length | Tenure length': '4\xa0years, 127\xa0days', 'Notes | Notes': '[26]'}"
Uruguay,Central Bank of Uruguay,https://en.wikipedia.org/wiki/Central_Bank_of_Uruguay,wikitable,# Name Term of office Tenure length Notes | List of presidents,President,Washington Ribeiro,"July 26, 2024","March 24, 2025","{'# | #': '24', 'Name | Name': 'Washington Ribeiro', 'Term of office | Start of term': 'July 26, 2024', 'Term of office | End of term': 'March 24, 2025', 'Tenure length | Tenure length': '1\xa0year, 278\xa0days', 'Notes | Notes': '[27]'}"
Uruguay,Central Bank of Uruguay,https://en.wikipedia.org/wiki/Central_Bank_of_Uruguay,wikitable,# Name Term of office Tenure length Notes | List of presidents,President,Guillermo Tolosa,"March 24, 2025",Incumbent,"{'# | #': '25', 'Name | Name': 'Guillermo Tolosa', 'Term of office | Start of term': 'March 24, 2025', 'Term of office | End of term': 'Incumbent', 'Tenure length | Tenure length': '1\xa0year, 37\xa0days', 'Notes | Notes': '[28]'}"
Uzbekistan,Central Bank of the Republic of Uzbekistan,https://en.wikipedia.org/wiki/Central_Bank_of_the_Republic_of_Uzbekistan,infobox,Governor,Governor,Timur Ishmetov,,,{'Governor': 'Timur Ishmetov'}
Vanuatu,Reserve Bank of Vanuatu,https://en.wikipedia.org/wiki/Reserve_Bank_of_Vanuatu,infobox,Governor,Governor,Simeon Athy,,,{'Governor': 'Simeon Athy'}
Venezuela,Central Bank of Venezuela,https://en.wikipedia.org/wiki/Central_Bank_of_Venezuela,wikitable,President Took office Left office Notes | Presidents of the Central Bank of Venezuela,President,Jesús Herrera Mendoza,1940,1948,"{'President': 'Jesús Herrera Mendoza', 'Took office': '1940', 'Left office': '1948', 'Notes': '[12]'}"
Venezuela,Central Bank of Venezuela,https://en.wikipedia.org/wiki/Central_Bank_of_Venezuela,wikitable,President Took office Left office Notes | Presidents of the Central Bank of Venezuela,President,Carlos Mendoza Goiticoa,1948,1953,"{'President': 'Carlos Mendoza Goiticoa', 'Took office': '1948', 'Left office': '1953', 'Notes': '[12]'}"
Venezuela,Central Bank of Venezuela,https://en.wikipedia.org/wiki/Central_Bank_of_Venezuela,wikitable,President Took office Left office Notes | Presidents of the Central Bank of Venezuela,President,Aurelio Arreaza Arreaza,1953,1958,"{'President': 'Aurelio Arreaza Arreaza', 'Took office': '1953', 'Left office': '1958', 'Notes': '[12]'}"
Venezuela,Central Bank of Venezuela,https://en.wikipedia.org/wiki/Central_Bank_of_Venezuela,wikitable,President Took office Left office Notes | Presidents of the Central Bank of Venezuela,President,Alfonso Espinosa,1958,1960,"{'President': 'Alfonso Espinosa', 'Took office': '1958', 'Left office': '1960', 'Notes': '[12]'}"
Venezuela,Central Bank of Venezuela,https://en.wikipedia.org/wiki/Central_Bank_of_Venezuela,wikitable,President Took office Left office Notes | Presidents of the Central Bank of Venezuela,President,Alfredo Machado Gómez,1961,1968,"{'President': 'Alfredo Machado Gómez', 'Took office': '1961', 'Left office': '1968', 'Notes': '[12]'}"
Venezuela,Central Bank of Venezuela,https://en.wikipedia.org/wiki/Central_Bank_of_Venezuela,wikitable,President Took office Left office Notes | Presidents of the Central Bank of Venezuela,President,Benito Raúl Losada,1968,1971,"{'President': 'Benito Raúl Losada', 'Took office': '1968', 'Left office': '1971', 'Notes': '[12]'}"
Venezuela,Central Bank of Venezuela,https://en.wikipedia.org/wiki/Central_Bank_of_Venezuela,wikitable,President Took office Left office Notes | Presidents of the Central Bank of Venezuela,President,Alfredo Lafée,1971,1976,"{'President': 'Alfredo Lafée', 'Took office': '1971', 'Left office': '1976', 'Notes': '[12]'}"
Venezuela,Central Bank of Venezuela,https://en.wikipedia.org/wiki/Central_Bank_of_Venezuela,wikitable,President Took office Left office Notes | Presidents of the Central Bank of Venezuela,President,Benito Raúl Losada,1976,1979,"{'President': 'Benito Raúl Losada', 'Took office': '1976', 'Left office': '1979', 'Notes': '[12]'}"
